,ra,dec,redshift,plate,fiberid,PCA_1,PCA_2,PCA_3,class
50,0.5992095584924284,0.06441561887392555,0.000724074875750451,0.4303781925343811,0.6636636636636637,0.5665329427914175,0.23178450761133265,0.42407186628003085,2
51,0.5998938145453585,0.06527484202873043,0.0051301435052788094,0.0009823182711198447,0.22822822822822822,0.5509419064179703,0.22027811178692475,0.4262484929449936,0
52,0.5999154279058708,0.06557457663272374,0.023847800413937234,0.0009823182711198447,0.22022022022022023,0.5293443693209101,0.18115101076742143,0.4785300750434357,0
53,0.600090458287006,0.06558502258560082,0.02207986134311016,0.0009823182711198447,0.18518518518518517,0.48399411098375295,0.13140320432712094,0.4811327185651938,0
54,0.6004538949036726,0.06457158969466571,0.0009194341400943519,0.43799115913555986,0.09709709709709709,0.5976011531754485,0.21710094970485355,0.4190787702567558,2
55,0.6008295860574748,0.06710873992828363,0.025603757379708977,0.0009823182711198447,0.1971971971971972,0.4602747257383034,0.1338788188096232,0.4610087544083638,0
56,0.6008331415791662,0.06469592742471324,0.014713865993090403,0.0009823182711198447,0.1831831831831832,0.5448277172498346,0.18624728330938414,0.47673232014938943,0
57,0.6012647565017879,0.0661928911558803,0.0007918725003656118,0.0009823182711198447,0.16316316316316315,0.5004216125596348,0.23931257236978773,0.43521023067472625,2
58,0.6011665804853271,0.06445057867871529,0.01699544543277521,0.0009823182711198447,0.16216216216216214,0.49725122236722524,0.15271427099027457,0.48272052771083246,0
59,0.6015946117840597,0.06695217405768551,0.025694500362230796,0.0011051080550098236,0.3003003003003003,0.4967401268526126,0.13480504026010504,0.4534839972643535,0
60,0.6016782134467721,0.06496647643547576,0.02634317644214197,0.0011051080550098236,0.2902902902902903,0.40093052578254107,0.08380693866235947,0.45371445163899626,0
61,0.6022103598249712,0.06659998738260821,0.0264107017631547,0.0011051080550098236,0.31331331331331336,0.401203335334816,0.08665498067219385,0.4567632682416569,0
62,0.6022170517102252,0.06487567570135418,0.025901294324867916,0.0011051080550098236,0.2802802802802803,0.6545668731641451,0.22441488738323756,0.5371610793959283,1
63,0.6024115739338648,0.064581096978678,0.02544392132411112,0.0011051080550098236,0.2992992992992993,0.5783051581649982,0.1966576713543864,0.4987381452777785,0
64,0.6024499302669999,0.06468839216912607,0.007569097256547775,0.0009823182711198447,0.14314314314314314,0.43457753354691736,0.24745264425172037,0.4563515304655622,0
65,0.6024889151394254,0.0644653454627201,0.026593307551100693,0.0009823182711198447,0.15315315315315314,0.46457438436715487,0.14862814143445507,0.4944855413023822,0
66,0.60329918777881,0.06686554444870203,0.0007998529182793308,0.2815569744597249,0.3103103103103103,0.32832119126064274,0.2394169433372409,0.4226168694256507,2
67,0.6033674543494135,0.06523974394847074,0.0008161125601845505,0.2815569744597249,0.31931931931931934,0.2956252851183904,0.24671158966778617,0.42335602855546006,2
68,0.6035319103881789,0.06456686626575507,0.000750631289242936,0.2815569744597249,0.2842842842842843,0.5023572249128813,0.27964585976648587,0.4350671182411395,2
69,0.6035847532062195,0.06575446736475249,0.000806747667889205,0.2815569744597249,0.31331331331331336,0.5077007889950085,0.19691775278507193,0.417918787254804,2
70,0.6039083365529775,0.06577170278929874,0.0009270007834456463,0.2827848722986247,0.3123123123123123,0.6143370690484377,0.2619775871073742,0.33300802612241603,2
71,0.6039262653591733,0.06526838617943609,0.0007576494060092209,0.26068271119842823,0.31131131131131135,0.427068735051049,0.2850255151594163,0.44290087930111915,2
72,0.6039407193880197,0.06574769335472117,0.0007630058922255435,0.2815569744597249,0.3123123123123123,0.20437958984594623,0.330485274377891,0.4451294324717221,2
73,0.6034704983789304,0.06678683271335188,0.016808011341748513,0.0011051080550098236,0.2602602602602603,0.526342321768037,0.17207890638201334,0.46734652342523036,0
74,0.6040530925554936,0.06432951226870798,0.0009026231720468668,0.2815569744597249,0.2992992992992993,0.4286934177166839,0.3136126222142676,0.4520018563908569,2
75,0.6044075752579106,0.0670868140677705,0.008071214647740152,0.0011051080550098236,0.2622622622622623,0.2668224151460425,0.2300910457368442,0.49788263709241654,0
76,0.6044001578609944,0.06711268092797712,0.008084141136776475,0.0009823182711198447,0.06406406406406406,0.5390985023821758,0.17604881637691377,0.4015766775494412,0
77,0.6041055704407724,0.0670937350377613,0.024539179073858674,0.0011051080550098236,0.26626626626626626,0.5339552122958741,0.16293715560942318,0.4732189618746314,0
78,0.6041724350679459,0.06491078250668511,0.004326580986998237,0.0009823182711198447,0.06906906906906907,0.5175045504153354,0.2020415581584407,0.43952490456941296,0
79,0.6046177690084177,0.06594740728625982,0.011887936907821948,0.0011051080550098236,0.2642642642642643,0.3596319301835801,0.14274633861422678,0.4439820533327023,0
80,0.6046334761577891,0.0663389635118177,0.0007833306779035061,0.0011051080550098236,0.2672672672672673,0.5291188058228228,0.22594259352530954,0.41322873757300776,2
81,0.6046430692980802,0.06646791377444417,0.011993377565937328,0.0009823182711198447,0.06806806806806806,0.3481816627312139,0.2158745822592833,0.4989517252341654,0
82,0.6046855412178287,0.06498037690783441,0.0007369983785923688,0.2815569744597249,0.3003003003003003,0.3606252230322652,0.3109224916512449,0.45046761240968475,2
83,0.6048987854420835,0.06612004510330097,0.0007626886090698729,0.2815569744597249,0.2642642642642643,0.22879696421089799,0.3352164331788498,0.4439238960636574,2
84,0.6050083681800877,0.06452757125037911,0.0009397591124094648,0.2827848722986247,0.26126126126126126,0.5726982988641083,0.2277615303256019,0.4201798084694304,2
85,0.6050272524609984,0.0666971866375716,0.0007573134591385109,0.2815569744597249,0.26626626626626626,0.3476771228589156,0.25062590018203285,0.4143219235838142,2
86,0.6051081630414464,0.06502544106205348,0.0007920994511404915,0.26068271119842823,0.2672672672672673,0.38033244252821874,0.26300125020887144,0.4294202179598076,2
87,0.6046168000763125,0.06521835133184586,0.01227776592385097,0.0011051080550098236,0.2502502502502503,0.45376402383807957,0.09418002011412419,0.4358222862703177,0
88,0.6046447384102892,0.06485393910048694,0.012087939144556213,0.0009823182711198447,0.025025025025025023,0.30578692821693226,0.1688551571354185,0.43773868205640565,0
89,0.6046392204844403,0.06485484244972228,0.012095888020791515,0.0011051080550098236,0.2542542542542543,0.3141794599594369,0.13849312838693034,0.47300057474572105,0
90,0.6049066255593788,0.06625704767329393,0.012043560562935405,0.0009823182711198447,0.03303303303303303,0.4097585560975377,0.16000189999374134,0.46692098553440103,0
91,0.6051805392615793,0.06510357649630338,0.0008559510064848611,0.2815569744597249,0.2602602602602603,0.2879893674561518,0.3511295752288407,0.4613033327728555,2
92,0.6053667879607931,0.0666383752340665,0.0008020992830214792,0.2815569744597249,0.2682682682682683,0.30930072391422536,0.30313871472320475,0.4460507311673798,2
93,0.605486180344751,0.06694982006052187,0.0007510904166329065,0.2815569744597249,0.2762762762762763,0.2619658174656379,0.38482828238341815,0.4625315047741166,2
94,0.6055486649871715,0.06644809825840783,0.0008946128921890847,0.2815569744597249,0.2782782782782783,0.43232378842392655,0.21082878190724888,0.4393847353770465,2
95,0.6056631933161292,0.06561666176355246,0.0007183774034603576,0.2815569744597249,0.2272272272272272,0.37901184403293775,0.31101364950752847,0.4521024022766123,2
96,0.6052166007138542,0.06693358511081011,0.016604864269030097,0.0009823182711198447,0.02702702702702703,0.5008392984767541,0.13934804967309244,0.504128390923636,0
97,0.6053019443170057,0.0669352103819082,0.01670892381223256,0.0011051080550098236,0.2752752752752753,0.4680385773182267,0.1605975110993781,0.4899510194457526,0
98,0.6053394666877446,0.06600059216863652,0.022445464857017972,0.0011051080550098236,0.2692692692692693,0.4427725319575031,0.15849394267816147,0.47688117436706334,0
99,0.604944087767667,0.06073585877016648,0.007993711704667325,0.0011051080550098236,0.2102102102102102,0.5100272821368346,0.18902503686664668,0.47506881160264386,0
100,0.604748885550009,0.05979382242017078,0.00572835476609481,0.0011051080550098236,0.24424424424424424,0.4576862390546437,0.1951912401417588,0.421552466968747,0
101,0.6054203741017479,0.05896536456994297,0.0009379315614328018,0.2815569744597249,0.2552552552552553,0.5524031775015206,0.24767323543753078,0.44133355651263473,2
102,0.6055972639775848,0.06143912633590594,0.00084406669929634,0.2815569744597249,0.2972972972972973,0.3639233440706902,0.256227278149619,0.4540723642182726,2
103,0.6056337426089606,0.05985081934704089,0.0008062833146590234,0.2815569744597249,0.2592592592592593,0.4500499902756223,0.20447409930056207,0.4115753197235108,2
104,0.6057342356713951,0.05932999195208939,0.0007793739703151423,0.2815569744597249,0.25825825825825827,0.24826858570247,0.3010156351961176,0.44159289996594125,2
105,0.6058517143352841,0.059768174701288104,0.0008401717686047569,0.26068271119842823,0.24224224224224222,0.4972979718201524,0.20146886708622558,0.4308567158099136,2
106,0.6058693375795579,0.05865778707381995,0.1816852707505144,0.4322200392927308,0.5935935935935936,0.48860897757048316,0.34216788217080546,0.5162354120574818,1
107,0.6058696150392824,0.060332893546776255,0.0008060233291085239,0.2815569744597249,0.24324324324324323,0.5255627088064895,0.2655388278174886,0.43913302453005765,2
108,0.606040082573478,0.06073073121489456,0.0008164905004140994,0.26068271119842823,0.24324324324324323,0.41350495410572047,0.2549480042762501,0.43874367521611396,2
109,0.6060710318006425,0.05901420527317187,0.3914316837971569,0.0011051080550098236,0.21421421421421422,0.6155457018933971,0.3098083789802992,0.5274121975579887,1
110,0.6063367661801498,0.05940554936451728,0.0008384840088537394,0.2815569744597249,0.25125125125125125,0.5296987633706743,0.2440730851461224,0.4542199370410674,2
111,0.6063963531297835,0.059629427901629,0.0008339993047669095,0.2815569744597249,0.2092092092092092,0.39698756769140014,0.3087972064403397,0.46358980855628007,2
112,0.6065802693466052,0.06091824452085899,0.016863287666580854,0.0011051080550098236,0.12812812812812813,0.45223583154148334,0.09829240673167089,0.4275003459899852,0
113,0.6068855918062702,0.05904408649130651,0.01336038457665841,0.0011051080550098236,0.12112112112112111,0.5759945280532003,0.17161394483050688,0.49907055456675176,0
114,0.6069409903410604,0.06123237265166258,0.0008263130270022123,0.2815569744597249,0.2102102102102102,0.43413740249834415,0.2304465983350987,0.42231741766955516,2
115,0.607345002572853,0.06096442720215539,0.0007836479610591767,0.26068271119842823,0.2112112112112112,0.39455086699050057,0.25069779768752654,0.4189936451111634,2
116,0.6073963535995929,0.060317191137536155,0.0009578231622846987,0.2815569744597249,0.2122122122122122,0.45130845519132,0.27121365346336757,0.44432160594712694,2
117,0.607165913205305,0.061235969423623325,0.0288983510133331,0.0011051080550098236,0.13713713713713713,0.5539546879989498,0.18056861865506202,0.4842525400572333,0
118,0.6075727712793508,0.05907063416408674,0.0009017713600924663,0.2815569744597249,0.12212212212212212,0.3575251124812998,0.29003198063014257,0.47433940285546866,2
119,0.6075876341753806,0.059459291379892,0.0007815949524048371,0.4322200392927308,0.7487487487487487,0.5417463922787915,0.329315946736344,0.8690664424979625,2
120,0.6075875039553387,0.06136772942973101,0.0007827334390222437,0.26313850687622786,0.22922922922922923,0.5853591521984396,0.43595329282584716,0.4401754896324273,2
121,0.6075845140398475,0.05955718456885397,0.008202562408701795,0.0011051080550098236,0.13513513513513511,0.5138833764915792,0.256910217908489,0.4962401933211453,0
122,0.6078630242324635,0.059001530003722685,0.0007460105266734687,0.26068271119842823,0.12812812812812813,0.5102598652742241,0.1769625518830764,0.4239496856512133,2
123,0.6081412494450487,0.06036820238146972,0.0007867461377557257,0.26068271119842823,0.13613613613613612,0.3123182663473056,0.256228548658529,0.41685235085496714,2
124,0.608354690384686,0.05995420243198485,0.0007901242701778664,0.2815569744597249,0.12012012012012012,0.33839701190280846,0.2726881909314498,0.42674748858455835,2
125,0.6081522706519392,0.06003572209816577,0.010386293589549272,0.0011051080550098236,0.08008008008008008,0.5353856364270431,0.2307890399732898,0.4561081468790673,0
126,0.6087972889126664,0.061440716652610125,0.0008733829163317087,0.2815569744597249,0.13113113113113112,0.2563436658555426,0.269833908650276,0.460142636695459,2
127,0.608932054781876,0.06007290793240776,0.0008813778919431585,0.4381139489194498,0.04904904904904905,0.5967394356086302,0.21884776335628633,0.43898803453827406,2
128,0.6090002817719196,0.06043912571242182,0.000793940439991983,0.2815569744597249,0.13213213213213212,0.4404069445545821,0.251172731679552,0.4359629498587822,2
129,0.6090852161120822,0.0597845698000205,0.3258337646365459,0.0011051080550098236,0.05005005005005005,0.5717932785275229,0.3357154688106979,0.503818949092663,1
130,0.6092486208911778,0.05872076466501975,0.0007815949524048371,0.2815569744597249,0.08308308308308307,0.286290956597769,0.34585177953299195,0.457478273163204,2
131,0.6093131542233762,0.059188651547225225,0.0008213077919029322,0.26068271119842823,0.08508508508508508,0.4396934892728764,0.28433448846130965,0.44126338443445395,2
132,0.6094006628831514,0.05908660752398848,0.0007718362557221592,0.26068271119842823,0.08708708708708708,0.5306083569583331,0.24752937434706185,0.43356420295055187,2
133,0.6094998964921714,0.05945065676532972,0.0008232559104787502,0.2815569744597249,0.08708708708708708,0.3149108974839696,0.33961014374187365,0.4672984299251495,2
134,0.6095860008336831,0.06038683331690497,0.0006867982109764556,0.26068271119842823,0.08908908908908908,0.3558470386983077,0.26337455154461514,0.45013574828976705,2
135,0.6098198170539207,0.05923378717939218,0.3752726393159999,0.0011051080550098236,0.007007007007007007,0.6606739178347054,0.27084452580280877,0.5570668184742806,1
136,0.6094183696424065,0.05945588206845392,0.0056519417839802875,0.0011051080550098236,0.04004004004004004,0.3789449119488868,0.2609816051259337,0.482624009661555,0
137,0.609755839036977,0.06052201383500729,0.007872057877297174,0.0012278978388998024,0.28628628628628633,0.3705011746619982,0.14616763098944313,0.46182686933888806,0
138,0.6099309560995383,0.05926820053770525,0.0008444823402302686,0.2815569744597249,0.08908908908908908,0.4342740090648309,0.22858685522892072,0.42722837489484816,2
139,0.6099764005193316,0.06135587863216781,0.0008025757676664364,0.26068271119842823,0.09209209209209208,0.4641701434441518,0.1335469883330323,0.37481127007612636,2
140,0.610233091532524,0.05962757679322208,0.0008329263277892915,0.2815569744597249,0.08608608608608607,0.3561634762636676,0.28159385188725095,0.44657595188869414,2
141,0.6102185456767786,0.060541364690273415,0.007932039324690963,0.0012278978388998024,0.2812812812812813,0.43201219652664824,0.22133843470860412,0.47603777717934537,0
142,0.6105591411439661,0.05877750193647548,0.0007865408368902917,0.26068271119842823,0.05205205205205205,0.46532546320645707,0.1673822184290743,0.39679107115830226,2
143,0.6109406949702935,0.061016243465800625,0.0007817629258401921,0.26068271119842823,0.057057057057057055,0.3374615000861956,0.29668035942249116,0.4379574392288347,2
144,0.6109306767347895,0.06099156582603918,0.020828477913429982,0.0012278978388998024,0.2992992992992993,0.3516146376558912,0.11861737676449675,0.4391018619635566,0
145,0.610979017264147,0.05940838183376543,0.000764928254874607,0.26068271119842823,0.042042042042042045,0.38245164474277854,0.24150871929284282,0.4474903577981721,2
146,0.6110285471893282,0.060761501429860566,0.0007631552019458591,0.26068271119842823,0.05405405405405406,0.324757280671961,0.2924402533459861,0.4356218590137389,2
147,0.6107757299255284,0.05925711247369454,0.02028698754899038,0.0011051080550098236,0.006006006006006006,0.5272165041952722,0.15318914552654905,0.47061799794564935,0
148,0.6112516699297107,0.06062525723764811,0.0008210409007778681,0.2815569744597249,0.057057057057057055,0.27722562244080856,0.3591898190913275,0.45616048422086075,2
149,0.8331473199425268,0.07900916623773811,0.000770881979972192,0.0050343811394891955,0.3903903903903904,0.30382649663208205,0.3176702647108512,0.46219384490780996,2
150,0.8335549957509392,0.07924748839303804,0.006290281898502613,0.004911591355599217,0.5985985985985987,0.2648439305010187,0.30217682587522654,0.525093681144601,0
151,0.8345488869613354,0.08060692460252336,0.0007765557493441852,0.004911591355599217,0.6246246246246246,0.5080989887379437,0.24677595017640516,0.447045544232812,2
152,0.8349986657986784,0.08130653406378585,0.021247142369194956,0.0050343811394891955,0.42542542542542544,0.5219708439010626,0.14259460185816186,0.46257197208801853,0
153,0.834764126837418,0.07866810371735375,0.014249917765525208,0.0050343811394891955,0.42442442442442446,0.35400046250530054,0.08735503251452773,0.37628943239383084,0
154,0.8352103727139886,0.08045173924110262,0.007252765950344113,0.0331532416502947,0.2082082082082082,0.5405797483621119,0.21996304178098885,0.45897147283062245,0
155,0.8364427743990208,0.08022055557384834,0.0007669812635289466,0.0050343811394891955,0.46046046046046046,0.5134422355961187,0.20971124723133194,0.41901252265698397,2
156,0.8365227465243947,0.07919503987961875,0.23555177587620757,0.0050343811394891955,0.4664664664664665,0.605514890879282,0.320940739395704,0.5064093457152118,1
157,0.8365238381562354,0.08087288214262307,0.000785103730832254,0.0050343811394891955,0.4614614614614615,0.40366672146884025,0.2764876193704726,0.44131200173397206,2
158,0.8365491230094797,0.07972295665872665,0.0007203439991140647,0.4615667976424361,0.91991991991992,0.5655201278558516,0.23583974716782935,0.42970160758327997,2
159,0.8368362055597484,0.08051320989751926,0.0007000828567043867,0.0050343811394891955,0.4674674674674675,0.6293205833101513,0.24525701180053008,0.4184972226412097,2
160,0.8368521145699749,0.07877837463054507,0.3686783755182609,0.0050343811394891955,0.46346346346346345,0.6581462392217311,0.27163002139418807,0.4858157067069832,1
161,0.8373056559353373,0.07969256937293337,0.006978771415335943,0.0050343811394891955,0.4864864864864865,0.3379418177230328,0.3001002194697896,0.48066884701888885,0
162,0.8379347964544801,0.07999789152607026,0.022517973389946242,0.0050343811394891955,0.5075075075075075,0.4662746411537334,0.17624162531795123,0.49390246404673893,0
163,0.8386618383009982,0.08071329281164391,0.007710396510368454,0.0050343811394891955,0.5405405405405406,0.2569489343361087,0.27912530775924005,0.5029510379153569,0
164,0.8388803946321907,0.0810177602730357,0.0008195901702078515,0.4611984282907662,0.5535535535535536,0.5212856362677767,0.2538034313321529,0.4409023180188865,2
165,0.8388957566390801,0.07909887287498181,0.021155596846926448,0.0050343811394891955,0.5815815815815816,0.4573502838860782,0.09704281201779465,0.4342756998093147,0
166,0.8391572202761793,0.08040881497485734,0.02106675756333866,0.0050343811394891955,0.5895895895895896,0.4179977569994176,0.09918575500955788,0.43667459299876116,0
167,0.8405492685661494,0.08118475248200968,0.0007587878926266275,0.005157170923379174,0.32932932932932935,0.33232638551408733,0.17337091573657615,0.39034186045370145,2
168,0.8408814278328103,0.08090666860795001,0.0007711787330413192,0.3276031434184675,0.3503503503503504,0.4584765654710745,0.1405427936603509,0.417362492428357,2
169,0.8408851242612949,0.07895511072852499,0.0007623153347690838,0.3276031434184675,0.34134134134134136,0.5701408075405818,0.3276521745369559,0.44297189189939523,2
170,0.8409943998541547,0.07905281464431382,0.0007284011248965958,0.324533398821218,0.34234234234234234,0.49554900435015625,0.1746875943445097,0.4048424183707719,2
171,0.8410442689847337,0.07960596566861874,0.0007469946643674989,0.324533398821218,0.34134134134134136,0.44508847101531407,0.20534827809637762,0.4136387325434273,2
172,0.8412511118450439,0.08041197235493634,0.0007382977464334154,0.3276031434184675,0.35235235235235235,0.5100320348950661,0.18321280794025233,0.42340662709719146,2
173,0.8413652028088151,0.08078357784614468,0.000743769201134381,0.3276031434184675,0.3433433433433434,0.4327597264573132,0.09480022439226075,0.374027291360523,2
174,0.8413841603137615,0.08136307375634173,0.0007467744325300335,0.324533398821218,0.33233233233233234,0.5260885084673372,0.1674461960626356,0.40157227241168214,2
175,0.8418168621185567,0.07976259320991415,0.0007865035094602129,0.3276031434184675,0.3843843843843844,0.4522712647136238,0.16633304617223665,0.42670561038585875,2
176,0.8421857070229214,0.07908176048070353,0.000674498822765457,0.324533398821218,0.3873873873873874,0.5319901122375761,0.25727079541075076,0.44985066879430546,2
177,0.8421802587588577,0.08008993711818424,0.0007256974991359809,0.4611984282907662,0.7557557557557558,0.5999841762857849,0.2229969233712516,0.4300808911720552,2
178,0.8423005864314449,0.08044893049863731,0.0007812403418190876,0.0050343811394891955,0.6256256256256256,0.5001149426835931,0.235331099210568,0.43075060230600487,2
179,0.8423891966182008,0.08076103021947022,0.0007547192027480271,0.324533398821218,0.33733733733733734,0.3679794103944031,0.24109751735789334,0.42757863040088345,2
180,0.8426607639848133,0.07872322202140628,0.0007905721993388133,0.3276031434184675,0.42342342342342343,0.4266867005077367,0.2548253305318714,0.42571847423277204,2
